item_id,zone,coordinates
372,Cockpit,"(0,0,2296.3),(47.6,12.3,2336.2)"
373,Engineering_Bay,"(47.6,0,2296.3),(71.7,26.2,2314.7)"
374,Maintenance_Bay,"(71.7,0,2296.3),(82.0,11.9,2311.5)"
375,Lab,"(82.0,0,2296.3),(92.7,38.0,2339.7)"
376,Crew_Quarters,"(0,0,2339.7),(14.4,31.7,2359.0)"
377,Airlock,"(14.4,0,2339.7),(40.0,26.3,2432.6)"
378,Storage_Bay,"(40.0,0,2339.7),(77.8,13.6,2373.8)"
379,Lab,"(0,13.6,2339.7),(34.4,41.7,2372.1)"
380,Lab,"(34.4,13.6,2339.7),(60.0,45.7,2352.0)"
381,Crew_Quarters,"(60.0,13.6,2339.7),(90.9,62.1,2360.9)"
382,Engineering_Bay,"(0,0,2360.9),(39.8,22.5,2403.6)"
383,Lab,"(39.8,0,2360.9),(81.3,30.1,2383.2)"
384,Storage_Bay,"(0,0,2383.2),(10.4,14.2,2402.7)"
385,Engineering_Bay,"(10.4,0,2383.2),(47.5,16.9,2397.2)"
386,Airlock,"(47.5,0,2383.2),(70.9,12.3,2422.3)"
387,Storage_Bay,"(70.9,0,2383.2),(102.1,34.3,2394.6)"
388,Storage_Bay,"(0,34.3,2383.2),(18.6,49.6,2397.3)"
389,Medical_Bay,"(18.6,34.3,2383.2),(33.6,59.2,2411.2)"
390,Airlock,"(33.6,34.3,2383.2),(72.5,45.1,2417.7)"
391,Storage_Bay,"(0,45.1,2383.2),(26.2,85.9,2414.3)"
392,Airlock,"(26.2,45.1,2383.2),(69.3,93.0,2418.1)"
393,Medical_Bay,"(0,93.0,2383.2),(30.6,125.6,2398.2)"
394,Engineering_Bay,"(30.6,93.0,2383.2),(46.9,108.8,2397.8)"
395,Lab,"(46.9,93.0,2383.2),(68.5,120.3,2400.6)"
396,Maintenance_Bay,"(68.5,93.0,2383.2),(80.6,142.3,2429.2)"
397,Crew_Quarters,"(80.6,93.0,2383.2),(95.7,141.7,2412.0)"
398,Crew_Quarters,"(0,0,2412.0),(25.5,23.9,2493.5)"
399,Lab,"(0,0,2493.5),(11.7,32.8,2538.0)"
400,Crew_Quarters,"(11.7,0,2493.5),(56.4,32.5,2515.6)"
401,Engineering_Bay,"(0,0,2515.6),(12.0,29.3,2533.9)"
402,Life_Support,"(12.0,0,2515.6),(27.3,39.7,2561.0)"
403,Engineering_Bay,"(0,0,2561.0),(43.6,31.7,2577.4)"
404,Crew_Quarters,"(43.6,0,2561.0),(71.4,15.7,2580.7)"
405,Engineering_Bay,"(0,0,2580.7),(37.5,27.6,2600.3)"
406,Storage_Bay,"(37.5,0,2580.7),(69.5,28.5,2618.4)"
407,Command_Center,"(0,28.5,2580.7),(29.0,59.3,2593.5)"
408,Engineering_Bay,"(29.0,28.5,2580.7),(50.5,45.4,2610.7)"
409,Life_Support,"(50.5,28.5,2580.7),(95.1,49.3,2612.2)"
410,Crew_Quarters,"(0,0,2612.2),(29.0,19.6,2623.0)"
411,Command_Center,"(0,0,2623.0),(20.0,22.9,2665.1)"
412,Cockpit,"(20.0,0,2623.0),(50.5,19.3,2649.0)"
413,Sanitation_Bay,"(50.5,0,2623.0),(71.7,26.1,2640.1)"
414,Storage_Bay,"(0,0,2640.1),(24.7,20.0,2657.3)"
415,Engineering_Bay,"(24.7,0,2640.1),(37.6,17.6,2679.3)"
416,Maintenance_Bay,"(37.6,0,2640.1),(50.3,29.8,2659.6)"
417,Maintenance_Bay,"(50.3,0,2640.1),(94.2,15.3,2664.3)"
418,Engineering_Bay,"(0,15.3,2640.1),(19.9,26.9,2652.7)"
419,Lab,"(19.9,15.3,2640.1),(49.8,30.0,2652.2)"
420,Storage_Bay,"(49.8,15.3,2640.1),(64.3,58.9,2653.2)"
421,Greenhouse,"(64.3,15.3,2640.1),(93.8,34.7,2668.9)"
422,Engineering_Bay,"(93.8,15.3,2640.1),(105.8,65.0,2650.3)"
423,Airlock,"(0,0,2650.3),(32.8,43.5,2677.5)"
424,Crew_Quarters,"(32.8,0,2650.3),(75.3,22.9,2664.2)"
425,Lab,"(0,0,2664.2),(10.6,10.3,2689.8)"
426,Crew_Quarters,"(10.6,0,2664.2),(24.5,32.4,2687.9)"
427,External_Storage,"(24.5,0,2664.2),(69.0,11.2,2713.4)"
428,Lab,"(0,11.2,2664.2),(39.8,24.4,2696.7)"
429,External_Storage,"(39.8,11.2,2664.2),(68.8,33.2,2692.9)"
430,Lab,"(68.8,11.2,2664.2),(110.3,25.2,2705.2)"
431,Engineering_Bay,"(0,0,2705.2),(12.9,47.8,2740.1)"
432,Engineering_Bay,"(12.9,0,2705.2),(57.2,43.9,2752.9)"
433,Storage_Bay,"(0,0,2752.9),(47.3,18.4,2794.9)"
434,Crew_Quarters,"(47.3,0,2752.9),(63.1,19.9,2771.5)"
435,Crew_Quarters,"(0,0,2771.5),(11.6,30.0,2793.5)"
436,Lab,"(11.6,0,2771.5),(24.0,16.7,2789.6)"
437,Lab,"(24.0,0,2771.5),(65.1,18.3,2812.3)"
438,Engineering_Bay,"(0,0,2812.3),(15.1,13.8,2840.4)"
439,Command_Center,"(15.1,0,2812.3),(57.8,36.9,2849.4)"
440,Command_Center,"(0,36.9,2812.3),(45.5,53.8,2833.7)"
441,External_Storage,"(45.5,36.9,2812.3),(78.5,76.6,2844.3)"
442,Medical_Bay,"(0,0,2844.3),(16.5,18.8,2867.5)"
443,Power_Bay,"(16.5,0,2844.3),(101.8,54.7,2848.7)"
444,Crew_Quarters,"(0,0,2848.7),(19.7,11.6,2875.9)"
445,Lab,"(19.7,0,2848.7),(48.9,28.1,2887.9)"
446,Command_Center,"(48.9,0,2848.7),(77.5,34.7,2894.7)"
447,Cockpit,"(0,34.7,2848.7),(47.1,71.1,2894.6)"
448,Engineering_Bay,"(47.1,34.7,2848.7),(65.2,59.3,2864.5)"
449,Lab,"(65.2,34.7,2848.7),(80.8,55.2,2867.5)"
450,Airlock,"(80.8,34.7,2848.7),(126.3,76.1,2869.1)"
451,Engineering_Bay,"(0,76.1,2848.7),(36.9,97.1,2877.6)"
452,Life_Support,"(36.9,76.1,2848.7),(53.1,112.8,2883.1)"
453,Maintenance_Bay,"(0,0,2883.1),(19.9,12.9,2930.1)"
454,Lab,"(19.9,0,2883.1),(53.5,39.9,2895.1)"
455,Engine_Bay,"(53.5,0,2883.1),(65.4,43.8,2922.1)"
456,Life_Support,"(65.4,0,2883.1),(114.1,38.5,2914.6)"
457,Engineering_Bay,"(0,0,2914.6),(29.1,23.1,2941.7)"
458,Command_Center,"(29.1,0,2914.6),(42.1,11.6,2957.5)"
459,Lab,"(42.1,0,2914.6),(60.7,31.5,2926.1)"
460,Engine_Bay,"(60.7,0,2914.6),(71.4,41.8,2957.1)"
461,Sanitation_Bay,"(71.4,0,2914.6),(91.1,19.4,2935.0)"
462,Command_Center,"(0,19.4,2914.6),(44.7,31.8,2945.3)"
463,Lab,"(44.7,19.4,2914.6),(64.1,30.2,2928.6)"
464,Crew_Quarters,"(64.1,19.4,2914.6),(92.2,48.7,2929.1)"
465,Life_Support,"(0,0,2929.1),(11.5,32.2,2974.6)"
466,Engineering_Bay,"(11.5,0,2929.1),(52.9,18.0,2944.7)"
467,Lab,"(52.9,0,2929.1),(89.3,24.6,2959.0)"
468,Engineering_Bay,"(0,0,2959.0),(22.6,46.6,3008.6)"
469,External_Storage,"(22.6,0,2959.0),(66.0,76.1,2961.1)"
470,Life_Support,"(0,0,2961.1),(30.8,38.4,2976.1)"
471,Lab,"(0,0,2976.1),(12.6,45.5,2996.3)"
472,Lab,"(12.6,0,2976.1),(34.9,10.0,2990.8)"
473,Storage_Bay,"(34.9,0,2976.1),(49.3,17.4,3003.6)"
474,Crew_Quarters,"(49.3,0,2976.1),(88.2,49.0,3024.9)"
475,Cockpit,"(0,0,3024.9),(47.2,28.2,3049.1)"
476,Cockpit,"(47.2,0,3024.9),(95.9,20.4,3074.7)"
477,Storage_Bay,"(0,20.4,3024.9),(40.8,41.5,3066.1)"
478,Storage_Bay,"(40.8,20.4,3024.9),(84.5,49.1,3065.6)"
479,Sanitation_Bay,"(0,49.1,3024.9),(10.6,69.0,3047.0)"
480,Command_Center,"(10.6,49.1,3024.9),(24.7,69.7,3064.2)"
481,Command_Center,"(24.7,49.1,3024.9),(55.9,98.0,3067.6)"
482,Cockpit,"(55.9,49.1,3024.9),(84.2,77.3,3048.0)"
483,Lab,"(0,0,3048.0),(29.3,11.7,3067.4)"
484,Engineering_Bay,"(29.3,0,3048.0),(42.4,37.8,3085.7)"
485,Engineering_Bay,"(42.4,0,3048.0),(53.2,19.1,3073.3)"
486,Storage_Bay,"(53.2,0,3048.0),(63.2,16.2,3071.4)"
487,Command_Center,"(63.2,0,3048.0),(105.4,15.4,3079.4)"
488,Engineering_Bay,"(0,15.4,3048.0),(47.0,26.8,3061.2)"
489,Engineering_Bay,"(47.0,15.4,3048.0),(61.2,59.0,3092.1)"
490,Storage_Bay,"(61.2,15.4,3048.0),(85.1,60.7,3090.8)"
491,Lab,"(0,60.7,3048.0),(25.3,108.6,3093.1)"
492,Cockpit,"(25.3,60.7,3048.0),(49.6,87.0,3080.2)"
493,Storage_Bay,"(49.6,60.7,3048.0),(61.8,89.8,3067.1)"
494,Storage_Bay,"(61.8,60.7,3048.0),(111.3,73.2,3085.2)"
495,Engineering_Bay,"(0,73.2,3048.0),(40.9,114.4,3062.4)"
496,Cockpit,"(40.9,73.2,3048.0),(75.0,92.6,3089.2)"
497,Engineering_Bay,"(0,0,3089.2),(12.8,47.6,3110.6)"
498,Lab,"(12.8,0,3089.2),(27.2,26.6,3115.3)"
499,Lab,"(27.2,0,3089.2),(41.5,41.1,3136.7)"
500,Crew_Quarters,"(41.5,0,3089.2),(52.6,35.0,3126.5)"
501,Life_Support,"(0,0,3126.5),(37.4,44.9,3168.9)"
502,Storage_Bay,"(0,0,3168.9),(48.9,42.7,3206.2)"
503,Storage_Bay,"(48.9,0,3168.9),(63.9,12.5,3189.7)"
504,Engineering_Bay,"(63.9,0,3168.9),(81.2,45.7,3201.4)"
505,Storage_Bay,"(81.2,0,3168.9),(102.7,24.9,3195.9)"
506,Lab,"(0,24.9,3168.9),(24.6,52.0,3190.9)"
507,Airlock,"(24.6,24.9,3168.9),(41.7,62.7,3192.7)"
508,Engineering_Bay,"(41.7,24.9,3168.9),(77.2,35.3,3194.5)"
509,Engineering_Bay,"(0,35.3,3168.9),(23.4,72.7,3188.4)"
510,Crew_Quarters,"(23.4,35.3,3168.9),(47.9,61.2,3196.3)"
511,Command_Center,"(0,0,3196.3),(34.7,37.3,3232.7)"
512,Crew_Quarters,"(34.7,0,3196.3),(69.3,46.6,3229.2)"
513,Lab,"(0,0,3229.2),(23.5,15.9,3264.9)"
514,Medical_Bay,"(23.5,0,3229.2),(40.8,29.3,3285.0)"
515,Maintenance_Bay,"(40.8,0,3229.2),(68.4,12.4,3245.6)"
516,Crew_Quarters,"(68.4,0,3229.2),(95.9,14.1,3271.5)"
517,Crew_Quarters,"(0,0,3271.5),(43.9,28.2,3298.1)"
518,Lab,"(0,0,3298.1),(13.2,14.3,3320.3)"
519,Airlock,"(13.2,0,3298.1),(33.4,37.4,3323.8)"
520,Power_Bay,"(33.4,0,3298.1),(119.6,76.8,3300.3)"
521,Crew_Quarters,"(0,0,3300.3),(36.3,36.8,3337.0)"
522,Command_Center,"(0,0,3337.0),(22.7,28.4,3354.7)"
523,Storage_Bay,"(22.7,0,3337.0),(69.7,37.3,3381.4)"
524,Airlock,"(0,37.3,3337.0),(19.3,71.8,3374.8)"
525,Engineering_Bay,"(19.3,37.3,3337.0),(61.2,50.5,3366.2)"
526,Engineering_Bay,"(0,50.5,3337.0),(48.2,95.3,3377.7)"
527,Storage_Bay,"(48.2,50.5,3337.0),(58.5,87.9,3353.1)"
528,Storage_Bay,"(58.5,50.5,3337.0),(74.2,79.2,3349.1)"
529,Crew_Quarters,"(74.2,50.5,3337.0),(116.2,100.4,3369.2)"
530,Storage_Bay,"(0,0,3369.2),(21.1,43.7,3395.8)"
531,Medical_Bay,"(21.1,0,3369.2),(68.2,30.7,3390.0)"
532,Engineering_Bay,"(0,30.7,3369.2),(16.5,77.1,3384.2)"
533,Engineering_Bay,"(16.5,30.7,3369.2),(64.6,64.0,3390.9)"
534,Storage_Bay,"(0,0,3390.9),(42.0,39.8,3406.4)"
535,Medical_Bay,"(42.0,0,3390.9),(83.6,47.0,3410.0)"
536,Medical_Bay,"(0,0,3410.0),(18.2,20.8,3431.4)"
537,Crew_Quarters,"(18.2,0,3410.0),(47.2,28.4,3462.9)"
538,Engineering_Bay,"(0,0,3462.9),(47.4,22.6,3482.9)"
539,Lab,"(47.4,0,3462.9),(74.9,13.1,3505.0)"
540,Maintenance_Bay,"(0,0,3505.0),(16.2,16.4,3521.5)"
541,Airlock,"(16.2,0,3505.0),(44.2,37.2,3528.3)"
542,External_Storage,"(44.2,0,3505.0),(118.2,48.6,3506.3)"
543,Maintenance_Bay,"(0,0,3506.3),(26.1,13.1,3541.7)"
544,Lab,"(26.1,0,3506.3),(46.9,44.2,3522.8)"
545,Engineering_Bay,"(46.9,0,3506.3),(90.1,17.7,3532.9)"
546,Engine_Bay,"(0,17.7,3506.3),(26.0,42.5,3535.7)"
547,Lab,"(26.0,17.7,3506.3),(66.2,57.5,3517.9)"
548,Power_Bay,"(0,0,3517.9),(27.6,10.2,3529.1)"
549,Storage_Bay,"(27.6,0,3517.9),(49.8,36.2,3537.5)"
550,Engineering_Bay,"(49.8,0,3517.9),(95.3,31.1,3543.8)"
551,Lab,"(0,31.1,3517.9),(13.3,50.8,3543.5)"
552,Storage_Bay,"(13.3,31.1,3517.9),(60.5,71.3,3535.6)"
553,Storage_Bay,"(0,71.3,3517.9),(43.2,102.5,3565.2)"
554,External_Storage,"(43.2,71.3,3517.9),(72.3,100.3,3549.9)"
555,Medical_Bay,"(0,0,3549.9),(41.2,33.3,3583.9)"
556,Command_Center,"(41.2,0,3549.9),(91.1,33.0,3593.5)"
557,Storage_Bay,"(0,33.0,3549.9),(12.4,58.9,3571.2)"
558,Crew_Quarters,"(12.4,33.0,3549.9),(49.7,61.4,3578.5)"
559,Storage_Bay,"(0,0,3578.5),(11.9,11.0,3605.0)"
560,Storage_Bay,"(11.9,0,3578.5),(28.9,22.1,3606.5)"
561,Storage_Bay,"(28.9,0,3578.5),(68.8,36.0,3603.3)"
562,Engineering_Bay,"(0,36.0,3578.5),(21.2,51.1,3615.2)"
563,Storage_Bay,"(21.2,36.0,3578.5),(37.4,78.5,3613.6)"
564,Storage_Bay,"(37.4,36.0,3578.5),(54.2,85.8,3612.2)"
565,Engine_Bay,"(54.2,36.0,3578.5),(88.6,52.8,3625.9)"
566,Engine_Bay,"(88.6,36.0,3578.5),(137.7,79.1,3627.0)"
567,Crew_Quarters,"(137.7,36.0,3578.5),(171.1,85.1,3612.9)"
568,Command_Center,"(0,0,3612.9),(20.0,35.0,3649.6)"
569,Life_Support,"(20.0,0,3612.9),(69.3,29.7,3628.7)"
570,Command_Center,"(0,0,3628.7),(32.7,19.7,3658.8)"
571,External_Storage,"(32.7,0,3628.7),(73.7,31.7,3674.2)"
572,Engineering_Bay,"(0,0,3674.2),(22.3,42.8,3691.9)"
573,Crew_Quarters,"(22.3,0,3674.2),(54.5,46.8,3705.5)"
574,Crew_Quarters,"(0,0,3705.5),(14.7,19.3,3726.7)"
575,Airlock,"(14.7,0,3705.5),(25.0,20.9,3739.5)"
576,Cockpit,"(25.0,0,3705.5),(55.1,25.6,3737.5)"
577,Cockpit,"(55.1,0,3705.5),(82.5,49.5,3744.9)"
578,Medical_Bay,"(0,0,3744.9),(10.9,26.1,3760.6)"
579,Lab,"(10.9,0,3744.9),(34.3,44.8,3792.5)"
580,Crew_Quarters,"(34.3,0,3744.9),(60.3,44.2,3781.6)"
581,Crew_Quarters,"(0,0,3781.6),(14.6,19.6,3793.0)"
582,Crew_Quarters,"(14.6,0,3781.6),(34.5,40.1,3799.3)"
583,Storage_Bay,"(0,0,3799.3),(26.4,18.3,3810.6)"
584,External_Storage,"(26.4,0,3799.3),(73.8,20.2,3809.8)"
585,Crew_Quarters,"(0,20.2,3799.3),(41.0,66.2,3814.9)"
586,Engineering_Bay,"(0,0,3814.9),(48.8,29.1,3862.4)"
587,Medical_Bay,"(48.8,0,3814.9),(75.7,13.6,3857.3)"
588,Sanitation_Bay,"(0,13.6,3814.9),(28.4,35.3,3825.2)"
589,Storage_Bay,"(0,0,3825.2),(14.7,26.3,3851.1)"
590,Storage_Bay,"(14.7,0,3825.2),(64.2,41.1,3866.2)"
591,Command_Center,"(0,41.1,3825.2),(48.1,63.4,3865.1)"
592,Cockpit,"(48.1,41.1,3825.2),(92.5,80.4,3851.6)"
593,Medical_Bay,"(0,0,3851.6),(28.1,18.7,3912.7)"
594,Crew_Quarters,"(28.1,0,3851.6),(51.5,18.2,3911.8)"
595,Crew_Quarters,"(0,0,3911.8),(20.9,40.3,3935.4)"
596,Lab,"(20.9,0,3911.8),(67.5,18.9,3937.6)"
597,Medical_Bay,"(0,0,3937.6),(23.3,13.0,3950.6)"
598,Medical_Bay,"(23.3,0,3937.6),(72.6,20.3,3965.5)"
599,Airlock,"(0,20.3,3937.6),(20.6,62.5,3947.7)"
600,Crew_Quarters,"(20.6,20.3,3937.6),(47.9,59.7,3956.3)"
601,Airlock,"(0,0,3956.3),(40.2,16.7,3968.7)"
602,Crew_Quarters,"(40.2,0,3956.3),(50.2,32.3,3975.7)"
603,Medical_Bay,"(0,0,3975.7),(16.0,19.8,4003.1)"
604,Power_Bay,"(16.0,0,3975.7),(54.2,18.6,4024.8)"
605,Command_Center,"(54.2,0,3975.7),(77.8,31.4,4003.3)"
606,Crew_Quarters,"(0,31.4,3975.7),(10.9,50.6,4009.3)"
607,Command_Center,"(10.9,31.4,3975.7),(48.1,51.0,4001.8)"
608,Power_Bay,"(48.1,31.4,3975.7),(93.2,59.8,4015.9)"
609,Lab,"(0,0,4015.9),(11.5,13.6,4032.4)"
610,Crew_Quarters,"(11.5,0,4015.9),(47.1,21.2,4054.4)"
611,Maintenance_Bay,"(0,0,4054.4),(13.4,31.1,4084.0)"
612,Lab,"(13.4,0,4054.4),(25.8,32.4,4083.8)"
613,Lab,"(25.8,0,4054.4),(53.9,13.2,4079.1)"
614,Engineering_Bay,"(53.9,0,4054.4),(68.0,38.6,4086.4)"
615,Crew_Quarters,"(68.0,0,4054.4),(86.8,18.2,4070.7)"
616,Lab,"(0,0,4070.7),(48.2,12.7,4115.7)"
617,Medical_Bay,"(48.2,0,4070.7),(74.6,21.6,4114.1)"
618,Cockpit,"(0,21.6,4070.7),(38.8,47.2,4095.4)"
619,Cockpit,"(38.8,21.6,4070.7),(74.4,58.0,4116.3)"
620,Storage_Bay,"(0,0,4116.3),(12.3,19.5,4131.0)"
621,Crew_Quarters,"(12.3,0,4116.3),(31.7,12.2,4157.1)"
622,Crew_Quarters,"(0,0,4157.1),(21.6,19.9,4186.1)"
623,Lab,"(21.6,0,4157.1),(62.4,24.6,4206.7)"
624,Command_Center,"(0,0,4206.7),(44.8,36.5,4219.6)"
625,Storage_Bay,"(44.8,0,4206.7),(85.1,14.5,4235.8)"
626,Storage_Bay,"(0,14.5,4206.7),(12.8,35.5,4246.1)"
627,Storage_Bay,"(12.8,14.5,4206.7),(50.6,45.4,4220.1)"
628,Storage_Bay,"(50.6,14.5,4206.7),(97.9,30.7,4228.3)"
629,External_Storage,"(0,30.7,4206.7),(23.2,54.0,4223.4)"
630,Storage_Bay,"(23.2,30.7,4206.7),(51.6,41.4,4217.9)"
631,Maintenance_Bay,"(51.6,30.7,4206.7),(73.5,57.0,4244.3)"
632,Storage_Bay,"(73.5,30.7,4206.7),(90.8,42.1,4226.9)"
633,Lab,"(0,42.1,4206.7),(24.9,73.3,4253.3)"
634,Lab,"(24.9,42.1,4206.7),(37.9,77.5,4243.8)"
635,Storage_Bay,"(37.9,42.1,4206.7),(59.9,59.8,4222.8)"
636,Storage_Bay,"(59.9,42.1,4206.7),(74.9,66.7,4235.2)"
637,Cockpit,"(74.9,42.1,4206.7),(117.7,65.7,4239.0)"
638,Power_Bay,"(0,0,4239.0),(10.1,13.8,4269.5)"
639,Storage_Bay,"(10.1,0,4239.0),(57.1,45.3,4251.0)"
640,Airlock,"(0,45.3,4239.0),(42.2,89.6,4274.9)"
641,Command_Center,"(42.2,45.3,4239.0),(60.7,93.2,4261.6)"
642,Crew_Quarters,"(60.7,45.3,4239.0),(105.4,59.3,4264.2)"
643,Airlock,"(0,0,4264.2),(21.5,20.3,4291.9)"
644,Crew_Quarters,"(21.5,0,4264.2),(68.4,28.3,4290.7)"
645,Storage_Bay,"(0,0,4290.7),(17.4,49.7,4309.0)"
646,Command_Center,"(17.4,0,4290.7),(49.5,40.7,4314.8)"
647,Airlock,"(49.5,0,4290.7),(91.8,19.6,4313.3)"
648,Lab,"(0,19.6,4290.7),(17.7,31.5,4313.8)"
649,Lab,"(17.7,19.6,4290.7),(31.2,41.5,4308.3)"
650,Engineering_Bay,"(31.2,19.6,4290.7),(52.3,31.9,4334.5)"
651,Command_Center,"(52.3,19.6,4290.7),(73.8,49.6,4312.7)"
652,Crew_Quarters,"(73.8,19.6,4290.7),(89.2,49.1,4307.0)"
653,Greenhouse,"(0,0,4307.0),(29.6,20.1,4322.8)"
654,Storage_Bay,"(29.6,0,4307.0),(54.8,36.8,4338.5)"
655,Lab,"(54.8,0,4307.0),(82.3,31.6,4318.8)"
656,Storage_Bay,"(0,0,4318.8),(27.7,35.2,4346.7)"
657,Lab,"(27.7,0,4318.8),(58.5,44.7,4331.3)"
658,Airlock,"(58.5,0,4318.8),(98.6,30.0,4356.0)"
659,Engineering_Bay,"(0,30.0,4318.8),(27.7,74.1,4349.9)"
660,Lab,"(27.7,30.0,4318.8),(51.7,59.2,4335.3)"
661,Storage_Bay,"(51.7,30.0,4318.8),(99.5,71.8,4344.1)"
662,Power_Bay,"(0,71.8,4318.8),(26.0,91.0,4348.9)"
663,Storage_Bay,"(26.0,71.8,4318.8),(52.0,100.1,4340.5)"
664,Storage_Bay,"(52.0,71.8,4318.8),(63.5,87.3,4343.0)"
665,Lab,"(63.5,71.8,4318.8),(112.0,82.0,4335.7)"
666,Airlock,"(0,0,4335.7),(35.3,25.2,4350.6)"
667,Medical_Bay,"(35.3,0,4335.7),(55.7,30.5,4349.8)"
668,Life_Support,"(55.7,0,4335.7),(72.3,31.7,4353.8)"
669,Medical_Bay,"(0,0,4353.8),(34.6,50.0,4366.0)"
670,Greenhouse,"(34.6,0,4353.8),(47.5,15.9,4365.8)"
671,Storage_Bay,"(47.5,0,4353.8),(82.2,22.0,4383.2)"
672,Medical_Bay,"(0,22.0,4353.8),(13.3,50.7,4383.0)"
673,Life_Support,"(13.3,22.0,4353.8),(25.8,61.4,4380.0)"
674,Lab,"(0,0,4380.0),(15.3,13.7,4404.7)"
675,Crew_Quarters,"(15.3,0,4380.0),(43.7,21.5,4410.3)"
676,Lab,"(0,0,4410.3),(14.3,20.2,4432.1)"
677,Crew_Quarters,"(14.3,0,4410.3),(32.3,38.6,4449.4)"
678,Engineering_Bay,"(0,0,4449.4),(19.8,39.0,4474.4)"
679,Crew_Quarters,"(19.8,0,4449.4),(66.3,42.4,4468.2)"
680,Crew_Quarters,"(0,0,4468.2),(22.3,27.0,4514.8)"
681,Airlock,"(22.3,0,4468.2),(56.3,28.8,4486.9)"
682,Cockpit,"(56.3,0,4468.2),(82.4,11.4,4511.0)"
683,Cockpit,"(0,11.4,4468.2),(32.2,27.3,4516.9)"
684,Engineering_Bay,"(32.2,11.4,4468.2),(61.0,25.1,4488.7)"
685,Cockpit,"(61.0,11.4,4468.2),(104.3,53.8,4518.1)"
686,Crew_Quarters,"(0,0,4518.1),(22.7,31.1,4541.3)"
687,Storage_Bay,"(22.7,0,4518.1),(34.3,12.4,4532.2)"
688,Engine_Bay,"(34.3,0,4518.1),(81.3,19.4,4538.5)"
689,Engine_Bay,"(81.3,0,4518.1),(113.8,47.7,4536.8)"
690,Engineering_Bay,"(113.8,0,4518.1),(160.0,28.5,4544.9)"
691,Storage_Bay,"(0,28.5,4518.1),(41.4,65.2,4540.0)"
692,Engineering_Bay,"(41.4,28.5,4518.1),(64.0,56.0,4561.6)"
693,Crew_Quarters,"(64.0,28.5,4518.1),(78.8,74.0,4562.6)"
694,Storage_Bay,"(0,0,4562.6),(11.3,32.1,4591.3)"
695,Storage_Bay,"(11.3,0,4562.6),(38.1,17.9,4580.4)"
696,Crew_Quarters,"(38.1,0,4562.6),(56.9,25.5,4640.4)"
697,Cockpit,"(0,0,4640.4),(40.3,40.6,4654.0)"
698,Greenhouse,"(40.3,0,4640.4),(66.9,19.6,4661.6)"
699,Power_Bay,"(66.9,0,4640.4),(99.1,32.6,4652.2)"
700,Crew_Quarters,"(0,32.6,4640.4),(16.4,60.2,4668.1)"
701,Lab,"(16.4,32.6,4640.4),(38.5,66.3,4669.9)"
702,Storage_Bay,"(38.5,32.6,4640.4),(86.9,68.5,4688.2)"
703,Power_Bay,"(0,68.5,4640.4),(40.7,110.5,4642.9)"
704,Storage_Bay,"(40.7,68.5,4640.4),(61.6,84.9,4651.0)"
705,Cockpit,"(61.6,68.5,4640.4),(85.0,102.8,4650.7)"
706,Crew_Quarters,"(0,0,4650.7),(21.1,22.5,4677.8)"
707,Lab,"(21.1,0,4650.7),(34.3,14.9,4684.4)"
708,Engineering_Bay,"(34.3,0,4650.7),(47.0,48.5,4680.2)"
709,Crew_Quarters,"(47.0,0,4650.7),(61.5,24.1,4662.5)"
710,Engineering_Bay,"(0,0,4662.5),(17.1,12.1,4684.5)"
711,Engineering_Bay,"(17.1,0,4662.5),(62.3,27.6,4691.0)"
712,Airlock,"(0,27.6,4662.5),(33.8,63.4,4692.0)"
713,Airlock,"(33.8,27.6,4662.5),(48.3,74.7,4684.2)"
714,Lab,"(48.3,27.6,4662.5),(70.0,44.6,4674.0)"
715,External_Storage,"(70.0,27.6,4662.5),(103.6,54.2,4703.9)"
716,Command_Center,"(0,0,4703.9),(22.0,15.3,4734.9)"
717,Engineering_Bay,"(22.0,0,4703.9),(68.7,48.7,4746.1)"
718,Storage_Bay,"(0,0,4746.1),(22.1,38.8,4762.6)"
719,Storage_Bay,"(22.1,0,4746.1),(37.2,43.1,4758.6)"
720,Airlock,"(37.2,0,4746.1),(52.6,10.7,4778.7)"
721,Engineering_Bay,"(52.6,0,4746.1),(76.2,11.4,4762.1)"
722,Engineering_Bay,"(76.2,0,4746.1),(122.9,36.6,4786.5)"
723,Power_Bay,"(0,36.6,4746.1),(95.5,122.3,4749.8)"
724,Lab,"(0,0,4749.8),(25.1,37.7,4763.9)"
725,Storage_Bay,"(25.1,0,4749.8),(65.2,18.4,4779.6)"
726,Lab,"(0,18.4,4749.8),(25.2,62.6,4790.4)"
727,Engineering_Bay,"(25.2,18.4,4749.8),(39.3,40.2,4776.0)"
728,Engineering_Bay,"(39.3,18.4,4749.8),(59.3,47.7,4777.9)"
729,External_Storage,"(59.3,18.4,4749.8),(157.0,59.1,4754.5)"
730,Engineering_Bay,"(0,0,4754.5),(32.3,40.1,4791.1)"
731,Power_Bay,"(32.3,0,4754.5),(60.7,34.6,4791.3)"
732,Lab,"(60.7,0,4754.5),(98.6,27.9,4768.9)"
733,Engine_Bay,"(0,0,4768.9),(25.0,35.2,4801.1)"
734,Medical_Bay,"(25.0,0,4768.9),(42.6,24.7,4820.2)"
735,Crew_Quarters,"(42.6,0,4768.9),(53.1,16.9,4785.3)"
736,Lab,"(0,0,4785.3),(40.1,48.3,4819.8)"
737,Lab,"(40.1,0,4785.3),(83.4,10.3,4808.5)"
